shift_minutes,correlation
-6.000000000000000000e+01,nan
-5.800000000000000000e+01,nan
-5.600000000000000000e+01,nan
-5.400000000000000000e+01,nan
-5.200000000000000000e+01,nan
-5.000000000000000000e+01,nan
-4.800000000000000000e+01,nan
-4.600000000000000000e+01,nan
-4.400000000000000000e+01,nan
-4.200000000000000000e+01,nan
-4.000000000000000000e+01,nan
-3.800000000000000000e+01,nan
-3.600000000000000000e+01,nan
-3.400000000000000000e+01,nan
-3.200000000000000000e+01,4.927815606702655726e-01
-3.000000000000000000e+01,6.468565830622465818e-01
-2.800000000000000000e+01,7.648336454899010706e-01
-2.600000000000000000e+01,8.341679124957467328e-01
-2.400000000000000000e+01,8.692306192569638768e-01
-2.200000000000000000e+01,8.805425033969990212e-01
-2.000000000000000000e+01,8.756717926789426842e-01
-1.800000000000000000e+01,8.632560820776978838e-01
-1.600000000000000000e+01,8.516201770864200160e-01
-1.400000000000000000e+01,8.467385947338078589e-01
-1.200000000000000000e+01,8.524012953455540886e-01
-1.000000000000000000e+01,8.707661035737314092e-01
-8.000000000000000000e+00,9.008425190267411731e-01
-6.000000000000000000e+00,9.370162297942208340e-01
-4.000000000000000000e+00,9.704423957403484069e-01
-2.000000000000000000e+00,9.927169657981617101e-01
0.000000000000000000e+00,1.000000000000000000e+00
2.000000000000000000e+00,9.927169657981617101e-01
4.000000000000000000e+00,9.704423957403484069e-01
6.000000000000000000e+00,9.370162297942208340e-01
8.000000000000000000e+00,9.008425190267411731e-01
1.000000000000000000e+01,8.707661035737314092e-01
1.200000000000000000e+01,8.524012953455540886e-01
1.400000000000000000e+01,8.467385947338078589e-01
1.600000000000000000e+01,8.516201770864200160e-01
1.800000000000000000e+01,8.632560820776978838e-01
2.000000000000000000e+01,8.756717926789426842e-01
2.200000000000000000e+01,8.805425033969990212e-01
2.400000000000000000e+01,8.692306192569638768e-01
2.600000000000000000e+01,8.341679124957467328e-01
2.800000000000000000e+01,7.648336454899010706e-01
3.000000000000000000e+01,6.468565830622465818e-01
3.200000000000000000e+01,4.927815606702655726e-01
3.400000000000000000e+01,nan
3.600000000000000000e+01,nan
3.800000000000000000e+01,nan
4.000000000000000000e+01,nan
4.200000000000000000e+01,nan
4.400000000000000000e+01,nan
4.600000000000000000e+01,nan
4.800000000000000000e+01,nan
5.000000000000000000e+01,nan
5.200000000000000000e+01,nan
5.400000000000000000e+01,nan
5.600000000000000000e+01,nan
5.800000000000000000e+01,nan
6.000000000000000000e+01,nan
