Cluster power ranking (clustered only)

name = amp0p2(base)
MIN_AMP = 0.2
THR = 0.1
WHITE_NOISE_THRESHOLD = 0.03
WPS_NOISE_THRESHOLD = 8.0

rank  kcl      P_abs           P_pct
   1    0   1.068210e+05    38.30%
   2    3   2.236437e+04     8.02%
   3    7   2.040234e+04     7.32%
   4    4   1.709396e+04     6.13%
   5   11   1.688529e+04     6.05%
   6   10   1.341954e+04     4.81%
   7    2   1.052880e+04     3.78%
   8    9   4.683480e+03     1.68%
   9    5   4.645055e+03     1.67%
  10   13   4.018523e+03     1.44%
  11   19   3.200289e+03     1.15%
  12   27   3.013022e+03     1.08%
  13    1   2.666725e+03     0.96%
  14   15   2.363269e+03     0.85%
  15   21   2.153507e+03     0.77%
  16   42   2.041163e+03     0.73%
  17   29   1.606666e+03     0.58%
  18    6   1.526743e+03     0.55%
  19   26   1.355775e+03     0.49%
  20   65   1.243296e+03     0.45%
  21    8   1.202657e+03     0.43%
  22   31   1.085404e+03     0.39%
  23   28   1.060925e+03     0.38%
  24   37   1.052479e+03     0.38%
  25   30   1.029851e+03     0.37%
  26   48   8.378818e+02     0.30%
  27   61   8.258841e+02     0.30%
  28   67   7.715751e+02     0.28%
  29   36   6.928306e+02     0.25%
  30   38   6.677105e+02     0.24%
  31   52   6.630862e+02     0.24%
  32   76   6.532144e+02     0.23%
  33   62   6.462037e+02     0.23%
  34   34   6.456813e+02     0.23%
  35   80   6.437262e+02     0.23%
  36   20   6.435032e+02     0.23%
  37   22   5.877980e+02     0.21%
  38   33   5.688927e+02     0.20%
  39   39   5.339493e+02     0.19%
  40  134   5.315568e+02     0.19%
  41   16   5.194006e+02     0.19%
  42   49   4.991306e+02     0.18%
  43   72   4.568424e+02     0.16%
  44   14   4.540405e+02     0.16%
  45   24   4.260146e+02     0.15%
  46   68   4.157309e+02     0.15%
  47   64   4.073550e+02     0.15%
  48   73   3.930437e+02     0.14%
  49  101   3.898510e+02     0.14%
  50   25   3.865276e+02     0.14%
  51  105   3.854645e+02     0.14%
  52   45   3.722437e+02     0.13%
  53   71   3.711354e+02     0.13%
  54   46   3.494261e+02     0.13%
  55   12   3.327990e+02     0.12%
  56   54   3.216550e+02     0.12%
  57   56   3.095777e+02     0.11%
  58  109   3.039745e+02     0.11%
  59   17   2.896792e+02     0.10%
  60   40   2.750178e+02     0.10%
  61   60   2.724568e+02     0.10%
  62  127   2.708873e+02     0.10%
  63   43   2.614880e+02     0.09%
  64   51   2.590011e+02     0.09%
  65   53   2.550704e+02     0.09%
  66   78   2.522216e+02     0.09%
  67  100   2.501111e+02     0.09%
  68   59   2.455348e+02     0.09%
  69   99   2.367554e+02     0.08%
  70   32   2.309339e+02     0.08%
  71  119   2.176538e+02     0.08%
  72  171   2.166694e+02     0.08%
  73   55   2.073173e+02     0.07%
  74   82   2.006177e+02     0.07%
  75  192   1.876261e+02     0.07%
  76   75   1.835588e+02     0.07%
  77   18   1.805843e+02     0.06%
  78   90   1.742285e+02     0.06%
  79   58   1.722903e+02     0.06%
  80  112   1.693318e+02     0.06%
  81   77   1.634564e+02     0.06%
  82   69   1.567296e+02     0.06%
  83   35   1.539074e+02     0.06%
  84   50   1.524917e+02     0.05%
  85  122   1.507334e+02     0.05%
  86  139   1.383504e+02     0.05%
  87   44   1.379576e+02     0.05%
  88   81   1.357733e+02     0.05%
  89  150   1.257151e+02     0.05%
  90  225   1.248985e+02     0.04%
  91  108   1.189659e+02     0.04%
