shift_minutes,correlation
1.800000000000000000e+01,7.935372147224537542e-01
2.000000000000000000e+01,7.519112026605959676e-01
2.200000000000000000e+01,7.076455197579476497e-01
2.400000000000000000e+01,6.610862999814006713e-01
2.600000000000000000e+01,6.126754753347924964e-01
2.800000000000000000e+01,5.628684395483922742e-01
3.000000000000000000e+01,5.120485775375881454e-01
3.200000000000000000e+01,4.605563758001371966e-01
3.400000000000000000e+01,4.087602327125324786e-01
3.600000000000000000e+01,3.570359614480294042e-01
3.800000000000000000e+01,3.057180438409192180e-01
4.000000000000000000e+01,2.551147120460734996e-01
4.200000000000000000e+01,2.055270609632157408e-01
4.400000000000000000e+01,1.572190072519653870e-01
4.600000000000000000e+01,1.103774538541755917e-01
4.800000000000000000e+01,6.509997749513073140e-02
5.000000000000000000e+01,2.143692197975176697e-02
5.200000000000000000e+01,-2.054924269439325352e-02
5.400000000000000000e+01,-6.079851980860536548e-02
5.600000000000000000e+01,-9.931914467677033231e-02
5.800000000000000000e+01,-1.362092985488461971e-01
6.000000000000000000e+01,-1.716099320505503623e-01
6.200000000000000000e+01,-2.056193126903975710e-01
6.400000000000000000e+01,-2.382739995565537616e-01
6.600000000000000000e+01,-2.696633829914876768e-01
6.800000000000000000e+01,-3.000198361079664533e-01
7.000000000000000000e+01,-3.296619505348900581e-01
7.200000000000000000e+01,-3.588641184524861694e-01
7.400000000000000000e+01,-3.877994867913015509e-01
7.600000000000000000e+01,-4.167163397275562287e-01
7.800000000000000000e+01,-4.460859869096611141e-01
8.000000000000000000e+01,-4.762788230149920254e-01
8.200000000000000000e+01,-5.070990924319371818e-01
8.400000000000000000e+01,-5.377980986088888304e-01
8.600000000000000000e+01,-5.673492118523437711e-01
8.800000000000000000e+01,-5.944880161227679150e-01
9.000000000000000000e+01,-6.178175293435528292e-01
9.200000000000000000e+01,-6.362275968619379718e-01
9.400000000000000000e+01,-6.489474156738275212e-01
9.600000000000000000e+01,-6.552421471676173059e-01
9.800000000000000000e+01,-6.546175163113745477e-01
1.000000000000000000e+02,-6.471723948018205386e-01
1.020000000000000000e+02,-6.332814299531422941e-01
1.040000000000000000e+02,-6.130971922751977665e-01
1.060000000000000000e+02,-5.866939968980572351e-01
1.080000000000000000e+02,-5.546451355679936635e-01
1.100000000000000000e+02,-5.182160100029704619e-01
1.120000000000000000e+02,-4.789486099894123550e-01
1.140000000000000000e+02,-4.381453768200201937e-01
1.160000000000000000e+02,-3.966344015114133259e-01
1.180000000000000000e+02,-3.548432821137565973e-01
1.200000000000000000e+02,-3.130197621268371866e-01
1.220000000000000000e+02,-2.713522365818770710e-01
1.240000000000000000e+02,-2.299211051855846177e-01
1.260000000000000000e+02,-1.886765763940248530e-01
1.280000000000000000e+02,-1.475521151626610072e-01
1.300000000000000000e+02,-1.065617562009579383e-01
1.320000000000000000e+02,-6.578720669618504102e-02
1.340000000000000000e+02,-2.529241557057985978e-02
1.360000000000000000e+02,1.502404127011720651e-02
1.380000000000000000e+02,5.550703215785175032e-02
1.400000000000000000e+02,9.648985873945803426e-02
1.420000000000000000e+02,1.378642614442769920e-01
1.440000000000000000e+02,1.789574569801978265e-01
1.460000000000000000e+02,2.188493032567995489e-01
1.480000000000000000e+02,2.569983842113784944e-01
1.500000000000000000e+02,2.937396406581830877e-01
1.520000000000000000e+02,3.299409150638341615e-01
1.540000000000000000e+02,3.659681218909445199e-01
1.560000000000000000e+02,4.010836155092860622e-01
1.580000000000000000e+02,4.336570836062410006e-01
1.600000000000000000e+02,4.615108677613366517e-01
1.620000000000000000e+02,4.821437375489424082e-01
1.640000000000000000e+02,4.931510235387964181e-01
1.660000000000000000e+02,4.930282761379165546e-01
1.680000000000000000e+02,4.820698135582436872e-01
1.700000000000000000e+02,4.624989945169381556e-01
1.720000000000000000e+02,4.375031007583026210e-01
1.740000000000000000e+02,4.100054581784979835e-01
1.760000000000000000e+02,3.822214356103035282e-01
1.780000000000000000e+02,3.561139651147907093e-01
1.800000000000000000e+02,3.335487117320790063e-01
1.820000000000000000e+02,3.152921028366134082e-01
1.840000000000000000e+02,2.999828128855211995e-01
1.860000000000000000e+02,2.849020034518324751e-01
1.880000000000000000e+02,2.682361307067581691e-01
1.900000000000000000e+02,2.501364244193056696e-01
1.920000000000000000e+02,2.313690983840890059e-01
1.940000000000000000e+02,2.121865894931782015e-01
1.960000000000000000e+02,1.929521701705034509e-01
1.980000000000000000e+02,1.741363307927157600e-01
2.000000000000000000e+02,1.560360649894016183e-01
