saber_lat,saber_lon,saber_alt,saber_temp,saber_time,saber_local_time_pm12,saber_file,saber_i,saber_j,awe_lat,awe_lon,awe_time_nearest,awe_local_time_nearest_pm12,awe_file_nearest,awe_x_nearest,awe_temp_nearest,awe_MLCloud_nearest,distance_km_nearest,awe_temp_avg,awe_temp_std,awe_count_used,awe_temp_avg_unfiltered,awe_temp_std_unfiltered,awe_count_unfiltered,peak_altitude_km,saber_profile_mean_local_time_h,m2_center_km,m2_fwhm_km,m2_T_K,m2_T_std_K,m2_z_eff_km,m3_center_km,m3_fwhm_width_km,m3_T_K,m3_T_std_K,m3_z_eff_km,m3_z_left_km,m3_z_right_km,m4_T_K,m4_T_std_K,m4_z_eff_km,delta_temp_simple_unfiltered_K,delta_temp_m2_unfiltered_K,delta_temp_m3_unfiltered_K,delta_temp_m4_unfiltered_K,awe_ratio_used_over_unfiltered,awe_orbit
18.70101929,-58.15084839,87.38316345,223.0278015,2024-01-03T01:49:39.347000,-2.049,SABER_L2A_2024003_119722_02.08.nc,43,189,16.89041328,-54.39374924,2024-01-03T01:39:40.325765,-1.965,awe_l3a_tmp_2024003T0132_00652_v01.nc,327,216.1999969,2,451.8915313,208.0018021,3.254643424,1093,208.0018021,3.254643424,1093,87.75,21.97,87,9.3,211.36,15.21,87.02,87.75,5.14,219.56,11.3,87.75,85.18,90.32,210.67,19.98,88.89,15.02599937,3.358197857,11.55819786,2.668197857,1.0,00652
18.70003128,-58.14227295,87.0161438,219.2312927,2024-01-03T01:49:39.390000,-2.049,SABER_L2A_2024003_119722_02.08.nc,43,190,16.89041328,-54.39374924,2024-01-03T01:39:40.325765,-1.965,awe_l3a_tmp_2024003T0132_00652_v01.nc,327,216.1999969,2,451.0213291,208.0012978,3.253198326,1094,208.0012978,3.253198326,1094,87.75,21.97,87,9.3,211.36,15.21,87.02,87.75,5.14,219.56,11.3,87.75,85.18,90.32,210.67,19.98,88.89,11.22999497,3.35870225,11.55870225,2.66870225,1.0,00652
18.69896317,-58.13366699,86.64900208,214.9546204,2024-01-03T01:49:39.436000,-2.048,SABER_L2A_2024003_119722_02.08.nc,43,191,16.89041328,-54.39374924,2024-01-03T01:39:40.325765,-1.965,awe_l3a_tmp_2024003T0132_00652_v01.nc,327,216.1999969,2,450.1444171,207.9953137,3.263409113,1099,207.9953137,3.263409113,1099,87.75,21.97,87,9.3,211.36,15.21,87.02,87.75,5.14,219.56,11.3,87.75,85.18,90.32,210.67,19.98,88.89,6.95930667,3.364686309,11.56468631,2.674686309,1.0,00652
48.41154861,95.40921783,87.36734009,219.3212433,2024-01-14T13:07:39.763000,-4.512,SABER_L2A_2024014_119893_02.08.nc,33,191,45.8651886,99.6869278,2024-01-14T13:16:45.077654,-4.075,awe_l3a_tmp_2024014T1315_00830_v01.nc,49,218.5599976,17,435.702136,219.1854605,1.573203167,467,219.1854605,1.573203167,467,84.21,19.5,87,9.3,221.53,13.15,87.02,84.21,8.53,228.39,10.72,84.28,79.95,88.48,226.32,14.72,85.29,0.135782834,2.344539548,9.204539548,7.134539548,1.0,00830
48.40882874,95.42106628,86.99752808,219.533371,2024-01-14T13:07:39.809000,-4.511,SABER_L2A_2024014_119893_02.08.nc,33,192,45.8651886,99.6869278,2024-01-14T13:16:45.077654,-4.075,awe_l3a_tmp_2024014T1315_00830_v01.nc,49,218.5599976,17,434.8238545,219.1869084,1.573495705,469,219.1869084,1.573495705,469,84.21,19.5,87,9.3,221.53,13.15,87.02,84.21,8.53,228.39,10.72,84.28,79.95,88.48,226.32,14.72,85.29,0.346462583,2.343091612,9.203091612,7.133091612,1.0,00830
48.40623856,95.43292236,86.62763214,219.8050842,2024-01-14T13:07:39.852000,-4.51,SABER_L2A_2024014_119893_02.08.nc,33,193,45.8651886,99.6869278,2024-01-14T13:16:45.077654,-4.075,awe_l3a_tmp_2024014T1315_00830_v01.nc,49,218.5599976,17,433.954738,219.2138994,1.578169317,477,219.2138994,1.578169317,477,84.21,19.5,87,9.3,221.53,13.15,87.02,84.21,8.53,228.39,10.72,84.28,79.95,88.48,226.32,14.72,85.29,0.591184796,2.316100568,9.176100568,7.106100568,1.0,00830
45.9318428,95.18583679,87.22264099,213.199173,2024-01-14T13:08:22.869000,-4.515,SABER_L2A_2024014_119893_02.08.nc,34,192,45.8651886,99.6869278,2024-01-14T13:16:45.077654,-4.075,awe_l3a_tmp_2024014T1315_00830_v01.nc,49,218.5599976,17,353.1020563,218.4287499,1.668328104,552,218.4287499,1.668328104,552,84.82,19.49,87,9.3,221.48,9.4,87.02,84.82,7.75,224.66,7.83,84.84,80.94,88.69,223.18,11.47,85.55,-5.229576968,3.051250059,6.231250059,4.751250059,1.0,00830
45.93562698,95.19762421,86.85446167,212.4332581,2024-01-14T13:08:22.805000,-4.514,SABER_L2A_2024014_119893_02.08.nc,34,193,45.8651886,99.6869278,2024-01-14T13:16:45.077654,-4.075,awe_l3a_tmp_2024014T1315_00830_v01.nc,49,218.5599976,17,352.1753687,218.4376396,1.670504513,555,218.4376396,1.670504513,555,84.82,19.49,87,9.3,221.48,9.4,87.02,84.82,7.75,224.66,7.83,84.84,80.94,88.69,223.18,11.47,85.55,-6.004381527,3.042360416,6.222360416,4.742360416,1.0,00830
47.79362106,70.9803772,87.41384888,211.2112122,2024-01-14T14:44:29.306000,-4.527,SABER_L2A_2024014_119894_02.08.nc,34,192,45.99244308,76.34156036,2024-01-14T14:49:38.858445,-4.083,awe_l3a_tmp_2024014T1448_00831_v01.nc,47,221.2599945,25,460.0076539,218.764656,1.680687285,262,218.764656,1.680687285,262,86.12,19.48,87,9.3,215.32,7.93,87.02,86.12,6.27,213.86,6.73,86.13,82.98,89.25,212.95,7.62,85.91,-7.55344385,-3.444656009,-4.904656009,-5.814656009,1.0,00831
47.7962532,70.99255371,87.04548645,212.582962,2024-01-14T14:44:29.261000,-4.526,SABER_L2A_2024014_119894_02.08.nc,34,193,45.99244308,76.34156036,2024-01-14T14:49:38.858445,-4.083,awe_l3a_tmp_2024014T1448_00831_v01.nc,47,221.2599945,25,459.2888622,218.7658328,1.675439854,264,218.7658328,1.675439854,264,86.12,19.48,87,9.3,215.32,7.93,87.02,86.12,6.27,213.86,6.73,86.13,82.98,89.25,212.95,7.62,85.91,-6.182870807,-3.445832843,-4.905832843,-5.815832843,1.0,00831
47.79883575,71.00473022,86.67698669,214.363327,2024-01-14T14:44:29.217000,-4.525,SABER_L2A_2024014_119894_02.08.nc,34,194,45.99244308,76.34156036,2024-01-14T14:49:38.858445,-4.083,awe_l3a_tmp_2024014T1448_00831_v01.nc,47,221.2599945,25,458.5688252,218.765358,1.672293456,265,218.765358,1.672293456,265,86.12,19.48,87,9.3,215.32,7.93,87.02,86.12,6.27,213.86,6.73,86.13,82.98,89.25,212.95,7.62,85.91,-4.402030974,-3.445358,-4.905358,-5.815358,1.0,00831
40.43502045,8.319499016,87.15419769,209.3725128,2024-01-12T19:17:10.817000,-4.159,SABER_L2A_2024012_119867_02.08.nc,37,191,41.03759766,7.735482216,2024-01-12T19:26:33.411793,-4.042,awe_l3a_tmp_2024012T1924_00803_v01.nc,65,192.0599976,14,84.26545234,194.8495091,3.580774798,3198,194.8495091,3.580774798,3198,87.52,19.85,87,9.3,194.27,11.13,87.02,87.52,6.64,197.6,9.46,87.53,84.2,90.84,195.71,10.46,87.5,14.52300376,-0.579509053,2.750490947,0.860490947,1.0,00803
40.43270874,8.329984665,86.78518677,207.1986847,2024-01-12T19:17:10.863000,-4.158,SABER_L2A_2024012_119867_02.08.nc,37,192,41.03759766,7.735482216,2024-01-12T19:26:33.411793,-4.042,awe_l3a_tmp_2024012T1924_00803_v01.nc,65,192.0599976,14,85.00794288,194.8495091,3.580774798,3198,194.8495091,3.580774798,3198,87.52,19.85,87,9.3,194.27,11.13,87.02,87.52,6.64,197.6,9.46,87.53,84.2,90.84,195.71,10.46,87.5,12.34917564,-0.579509053,2.750490947,0.860490947,1.0,00803
43.43483353,-15.92944336,87.35662842,199.9287415,2024-01-12T20:52:57.397000,-4.179,SABER_L2A_2024012_119868_02.08.nc,35,191,41.75508499,-14.43180084,2024-01-12T20:59:56.138506,-3.963,awe_l3a_tmp_2024012T2058_00804_v01.nc,71,206.5099945,23,226.4590903,204.5589818,3.417134214,2868,204.5589818,3.417134214,2868,86.24,19.83,87,9.3,195.25,16.93,87.02,86.24,9.61,196.9,15.19,86.28,81.43,91.04,193.69,20.32,86.98,-4.630240341,-9.308981796,-7.658981796,-10.8689818,1.0,00804
43.43245697,-15.91848755,86.98727417,199.7804718,2024-01-12T20:52:57.442000,-4.179,SABER_L2A_2024012_119868_02.08.nc,35,192,41.75508499,-14.43180084,2024-01-12T20:59:56.138506,-3.963,awe_l3a_tmp_2024012T2058_00804_v01.nc,71,206.5099945,23,225.7386012,204.5549564,3.416438642,2873,204.5549564,3.416438642,2873,86.24,19.83,87,9.3,195.25,16.93,87.02,86.24,9.61,196.9,15.19,86.28,81.43,91.04,193.69,20.32,86.98,-4.77448462,-9.304956422,-7.654956422,-10.86495642,1.0,00804
43.43004608,-15.90756226,86.61779785,199.6068268,2024-01-12T20:52:57.488000,-4.178,SABER_L2A_2024012_119868_02.08.nc,35,193,41.75508499,-14.43180084,2024-01-12T20:59:56.138506,-3.963,awe_l3a_tmp_2024012T2058_00804_v01.nc,71,206.5099945,23,225.017906,204.5482581,3.417874107,2882,204.5482581,3.417874107,2882,86.24,19.83,87,9.3,195.25,16.93,87.02,86.24,9.61,196.9,15.19,86.28,81.43,91.04,193.69,20.32,86.98,-4.941431298,-9.298258081,-7.648258081,-10.85825808,1.0,00804
43.78393555,-40.26522827,87.14285278,189.9353943,2024-01-12T22:29:30.040000,-4.193,SABER_L2A_2024012_119869_02.08.nc,35,192,41.73697281,-38.42778397,2024-01-12T22:32:42.962322,-4.017,awe_l3a_tmp_2024012T2231_00805_v01.nc,55,188.8600006,21,276.3024551,189.6364666,2.363333881,1916,189.6364666,2.363333881,1916,86.38,19.82,87,9.3,188.51,6.86,87.02,86.38,13.31,190.3,8.9,86.6,79.73,93.04,189.51,8.93,87.36,0.298927658,-1.12646663,0.66353337,-0.12646663,1.0,00805
43.78150558,-40.25424194,86.77323914,187.8084106,2024-01-12T22:29:30.086000,-4.192,SABER_L2A_2024012_119869_02.08.nc,35,193,41.73697281,-38.42778397,2024-01-12T22:32:42.962322,-4.017,awe_l3a_tmp_2024012T2231_00805_v01.nc,55,188.8600006,21,275.57598,189.6385551,2.359532478,1924,189.6385551,2.359532478,1924,86.38,19.82,87,9.3,188.51,6.86,87.02,86.38,13.31,190.3,8.9,86.6,79.73,93.04,189.51,8.93,87.36,-1.83014449,-1.128555134,0.661444866,-0.128555134,1.0,00805
38.77827835,-40.44366455,87.22354126,205.4710236,2024-01-12T22:30:57.107000,-4.18,SABER_L2A_2024012_119869_02.08.nc,36,191,41.29125595,-39.31256485,2024-01-12T22:32:31.430845,-4.079,awe_l3a_tmp_2024012T2231_00805_v01.nc,46,186.9400024,19,299.5861334,188.912709,2.094276798,1399,188.912709,2.094276798,1399,87.03,19.83,87,9.3,194.09,10.32,87.02,87.03,6.25,197.67,9.04,87.04,83.91,90.16,196.01,10.07,87.94,16.5583146,5.177291039,8.757291039,7.097291039,1.0,00805
38.78141022,-40.43338013,86.85620117,202.7480164,2024-01-12T22:30:57.060000,-4.18,SABER_L2A_2024012_119869_02.08.nc,36,192,41.29125595,-39.31256485,2024-01-12T22:32:31.430845,-4.079,awe_l3a_tmp_2024012T2231_00805_v01.nc,46,186.9400024,19,298.9635283,188.914362,2.092334597,1403,188.914362,2.092334597,1403,87.03,19.83,87,9.3,194.09,10.32,87.02,87.03,6.25,197.67,9.04,87.04,83.91,90.16,196.01,10.07,87.94,13.83365439,5.175638034,8.755638034,7.095638034,1.0,00805
42.02971268,-113.4434357,87.25039673,203.8161316,2024-01-13T03:19:56.869000,-4.23,SABER_L2A_2024013_119872_02.08.nc,36,191,41.1983757,-110.2811432,2024-01-13T03:11:12.245623,-4.165,awe_l3a_tmp_2024013T0309_00808_v01.nc,49,195.8200073,21,282.4544551,198.879901,2.477471367,1008,198.879901,2.477471367,1008,87.24,19.78,87,9.3,198.57,9.4,87.02,87.24,8.09,198.69,8.54,87.25,83.2,91.29,198.46,11.71,87.01,4.936230584,-0.309901008,-0.189901008,-0.419901008,1.0,00808
42.03263855,-113.4325562,86.88237,204.4185333,2024-01-13T03:19:56.823000,-4.23,SABER_L2A_2024013_119872_02.08.nc,36,192,41.1983757,-110.2811432,2024-01-13T03:11:12.245623,-4.165,awe_l3a_tmp_2024013T0309_00808_v01.nc,49,195.8200073,21,281.6940895,198.8817376,2.475132237,1013,198.8817376,2.475132237,1013,87.24,19.78,87,9.3,198.57,9.4,87.02,87.24,8.09,198.69,8.54,87.25,83.2,91.29,198.46,11.71,87.01,5.536795704,-0.311737621,-0.191737621,-0.421737621,1.0,00808
42.03561401,-113.4216919,86.51423645,204.9973602,2024-01-13T03:19:56.777000,-4.229,SABER_L2A_2024013_119872_02.08.nc,36,193,41.1983757,-110.2811432,2024-01-13T03:11:12.245623,-4.165,awe_l3a_tmp_2024013T0309_00808_v01.nc,49,195.8200073,21,280.9381135,198.8869165,2.480647936,1015,198.8869165,2.480647936,1015,87.24,19.78,87,9.3,198.57,9.4,87.02,87.24,8.09,198.69,8.54,87.25,83.2,91.29,198.46,11.71,87.01,6.110443762,-0.316916468,-0.196916468,-0.426916468,1.0,00808
38.05317307,-113.5239563,87.42358398,191.3672791,2024-01-13T03:21:06.070000,-4.217,SABER_L2A_2024013_119872_02.08.nc,37,191,41.1983757,-110.2811432,2024-01-13T03:11:12.245623,-4.165,awe_l3a_tmp_2024013T0309_00808_v01.nc,49,195.8200073,21,452.6159346,196.2075862,1.859340196,261,196.2075862,1.859340196,261,87.96,19.8,87,9.3,196.48,9.57,87.02,87.96,9.95,194.57,9.95,87.97,82.99,92.94,194.82,11.62,87.87,-4.840307185,0.272413763,-1.637586237,-1.387586237,1.0,00808
38.05091095,-113.5137939,87.05455017,192.4727631,2024-01-13T03:21:06.118000,-4.216,SABER_L2A_2024013_119872_02.08.nc,37,192,41.1983757,-110.2811432,2024-01-13T03:11:12.245623,-4.165,awe_l3a_tmp_2024013T0309_00808_v01.nc,49,195.8200073,21,452.2709774,196.214313,1.858967689,262,196.214313,1.858967689,262,87.96,19.8,87,9.3,196.48,9.57,87.02,87.96,9.95,194.57,9.95,87.97,82.99,92.94,194.82,11.62,87.87,-3.741549951,0.265686988,-1.644313012,-1.394313012,1.0,00808
38.04843521,-113.5036316,86.68533325,193.2793732,2024-01-13T03:21:06.170000,-4.215,SABER_L2A_2024013_119872_02.08.nc,37,193,41.1983757,-110.2811432,2024-01-13T03:11:12.245623,-4.165,awe_l3a_tmp_2024013T0309_00808_v01.nc,49,195.8200073,21,451.9467595,196.223346,1.861182174,263,196.223346,1.861182174,263,87.96,19.8,87,9.3,196.48,9.57,87.02,87.96,9.95,194.57,9.95,87.97,82.99,92.94,194.82,11.62,87.87,-2.94397286,0.256653972,-1.653346028,-1.403346028,1.0,00808
32.03051376,-61.93377686,87.21186066,189.315094,2024-01-08T00:57:41.639000,-3.167,SABER_L2A_2024008_119796_02.08.nc,39,191,30.01236343,-59.55489731,2024-01-08T00:52:47.888153,-3.09,awe_l3a_tmp_2024008T0047_00729_v01.nc,233,197.4799957,19,323.3110839,198.8603293,4.027685911,3492,198.8603293,4.027685911,3492,87.39,20.85,87,9.3,195.28,8.78,87.02,87.39,6.99,196.58,7.85,87.4,83.89,90.89,197.24,7.33,88.22,-9.545235327,-3.580329321,-2.280329321,-1.620329321,1.0,00729
32.02881622,-61.92425537,86.84371185,191.7556,2024-01-08T00:57:41.683000,-3.167,SABER_L2A_2024008_119796_02.08.nc,39,192,30.01236343,-59.55489731,2024-01-08T00:52:47.888153,-3.09,awe_l3a_tmp_2024008T0047_00729_v01.nc,233,197.4799957,19,322.5248909,198.8549171,4.027487001,3500,198.8549171,4.027487001,3500,87.39,20.85,87,9.3,195.28,8.78,87.02,87.39,6.99,196.58,7.85,87.4,83.89,90.89,197.24,7.33,88.22,-7.099317165,-3.57491714,-2.27491714,-1.61491714,1.0,00729
28.60851669,-61.78866577,87.29984283,194.013092,2024-01-08T00:58:41.430000,-3.141,SABER_L2A_2024008_119796_02.08.nc,40,191,28.31234169,-61.4876709,2024-01-08T00:52:13.128565,-3.229,awe_l3a_tmp_2024008T0047_00729_v01.nc,206,200.7299957,18,44.7661228,199.1094007,3.914260779,5540,199.1094007,3.914260779,5540,86.93,20.87,87,9.3,195.7,7.88,87.02,86.93,6.6,194.79,5.35,86.94,83.63,90.23,195.98,7.41,87.29,-5.096308684,-3.409400725,-4.319400725,-3.129400725,1.0,00729
28.61202812,-61.77975464,86.93302155,194.6844025,2024-01-08T00:58:41.385000,-3.14,SABER_L2A_2024008_119796_02.08.nc,40,192,28.31234169,-61.4876709,2024-01-08T00:52:13.128565,-3.229,awe_l3a_tmp_2024008T0047_00729_v01.nc,206,200.7299957,18,44.48219285,199.1129939,3.914002793,5538,199.1129939,3.914002793,5538,86.93,20.87,87,9.3,195.7,7.88,87.02,86.93,6.6,194.79,5.35,86.94,83.63,90.23,195.98,7.41,87.29,-4.428591399,-3.412993865,-4.322993865,-3.132993865,1.0,00729
28.61563301,-61.77087402,86.56611633,196.1155701,2024-01-08T00:58:41.339000,-3.14,SABER_L2A_2024008_119796_02.08.nc,40,193,28.31234169,-61.4876709,2024-01-08T00:52:13.128565,-3.229,awe_l3a_tmp_2024008T0047_00729_v01.nc,206,200.7299957,18,44.22771083,199.1136992,3.913520638,5539,199.1136992,3.913520638,5539,86.93,20.87,87,9.3,195.7,7.88,87.02,86.93,6.6,194.79,5.35,86.94,83.63,90.23,195.98,7.41,87.29,-2.998129158,-3.413699226,-4.323699226,-3.133699226,1.0,00729
24.56555557,-61.51495361,87.45633698,198.0129242,2024-01-08T00:59:52.244000,-3.103,SABER_L2A_2024008_119796_02.08.nc,41,190,26.39207649,-63.56290054,2024-01-08T00:51:34.506800,-3.378,awe_l3a_tmp_2024008T0047_00729_v01.nc,176,199.3500061,15,292.9156578,197.2631279,3.383611602,4444,197.2631279,3.383611602,4444,87.08,20.91,87,9.3,199.37,8.0,87.02,87.08,6.62,198.2,6.86,87.09,83.78,90.39,199.35,7.91,87.96,0.749796307,2.106872113,0.936872113,2.086872113,1.0,00729
24.56405449,-61.50601196,87.08877563,196.061554,2024-01-08T00:59:52.289000,-3.103,SABER_L2A_2024008_119796_02.08.nc,41,191,26.39207649,-63.56290054,2024-01-08T00:51:34.506800,-3.378,awe_l3a_tmp_2024008T0047_00729_v01.nc,176,199.3500061,15,293.683081,197.2614634,3.378705132,4442,197.2614634,3.378705132,4442,87.08,20.91,87,9.3,199.37,8.0,87.02,87.08,6.62,198.2,6.86,87.09,83.78,90.39,199.35,7.91,87.96,-1.199909421,2.108536623,0.938536623,2.088536623,1.0,00729
24.56252861,-61.49707031,86.72109985,194.1268768,2024-01-08T00:59:52.335000,-3.102,SABER_L2A_2024008_119796_02.08.nc,41,192,26.39207649,-63.56290054,2024-01-08T00:51:34.506800,-3.378,awe_l3a_tmp_2024008T0047_00729_v01.nc,176,199.3500061,15,294.4534001,197.2583266,3.379070566,4440,197.2583266,3.379070566,4440,87.08,20.91,87,9.3,199.37,8.0,87.02,87.08,6.62,198.2,6.86,87.09,83.78,90.39,199.35,7.91,87.96,-3.131449818,2.111673351,0.941673351,2.091673351,1.0,00729
22.1482029,-61.30563354,87.42739105,193.1514435,2024-01-08T01:00:34.696000,-3.077,SABER_L2A_2024008_119796_02.08.nc,42,191,25.22553444,-64.77442169,2024-01-08T00:51:11.333742,-3.465,awe_l3a_tmp_2024008T0047_00729_v01.nc,158,194.6300049,15,498.4451026,196.2433164,2.861295015,2147,196.2433164,2.861295015,2147,87.79,20.94,87,9.3,196.72,6.93,87.02,87.79,6.6,197.26,6.45,87.8,84.49,91.09,197.23,6.69,88.02,-3.091872927,0.476683591,1.016683591,0.986683591,1.0,00729
22.15199661,-61.29736328,87.06095123,193.7237549,2024-01-08T01:00:34.651000,-3.077,SABER_L2A_2024008_119796_02.08.nc,42,192,25.22553444,-64.77442169,2024-01-08T00:51:11.333742,-3.465,awe_l3a_tmp_2024008T0047_00729_v01.nc,158,194.6300049,15,498.757613,196.2552773,2.874806967,2147,196.2552773,2.874806967,2147,87.79,20.94,87,9.3,196.72,6.93,87.02,87.79,6.6,197.26,6.45,87.8,84.49,91.09,197.23,6.69,88.02,-2.531522405,0.464722712,1.004722712,0.974722712,1.0,00729
22.15590668,-61.2890625,86.69417572,194.8210907,2024-01-08T01:00:34.604000,-3.076,SABER_L2A_2024008_119796_02.08.nc,42,193,25.22553444,-64.77442169,2024-01-08T00:51:11.333742,-3.465,awe_l3a_tmp_2024008T0047_00729_v01.nc,158,194.6300049,15,499.0647842,196.2553633,2.874986304,2148,196.2553633,2.874986304,2148,87.79,20.94,87,9.3,196.72,6.93,87.02,87.79,6.6,197.26,6.45,87.8,84.49,91.09,197.23,6.69,88.02,-1.434272589,0.464636713,1.004636713,0.974636713,1.0,00729
32.03292847,-86.2883606,87.18838501,196.968338,2024-01-08T02:34:20.468000,-3.18,SABER_L2A_2024008_119797_02.08.nc,39,192,29.70936394,-83.51239014,2024-01-08T02:25:30.546824,-3.142,awe_l3a_tmp_2024008T0220_00730_v01.nc,221,200.9600067,22,375.0868608,203.7060135,4.00356118,2955,203.7060135,4.00356118,2955,88.84,20.83,87,9.3,191.73,11.03,87.02,88.84,4.78,198.24,8.35,88.85,86.45,91.23,193.86,11.53,89.73,-6.737675443,-11.97601346,-5.466013455,-9.846013455,1.0,00730
32.03105545,-86.27883911,86.82000732,192.2355499,2024-01-08T02:34:20.513000,-3.18,SABER_L2A_2024008_119797_02.08.nc,39,193,29.70936394,-83.51239014,2024-01-08T02:25:30.546824,-3.142,awe_l3a_tmp_2024008T0220_00730_v01.nc,221,200.9600067,22,374.2824088,203.7052481,4.000583162,2961,203.7052481,4.000583162,2961,88.84,20.83,87,9.3,191.73,11.03,87.02,88.84,4.78,198.24,8.35,88.85,86.45,91.23,193.86,11.53,89.73,-11.46969822,-11.97524815,-5.465248146,-9.845248146,1.0,00730
28.56928062,-86.14096069,87.24682617,218.4033203,2024-01-08T02:35:20.978000,-3.154,SABER_L2A_2024008_119797_02.08.nc,40,191,29.27007484,-84.01673126,2024-01-08T02:25:21.549124,-3.178,awe_l3a_tmp_2024008T0220_00730_v01.nc,214,201.4299927,23,223.9584561,204.483682,4.211748685,1529,204.483682,4.211748685,1529,88.53,20.86,87,9.3,199.08,21.6,87.02,88.53,6.23,209.81,15.73,88.53,85.41,91.64,206.17,17.45,89.04,13.91963828,-5.403682037,5.326317963,1.686317963,1.0,00730
28.57266808,-86.13204956,86.87965393,216.4560547,2024-01-08T02:35:20.934000,-3.153,SABER_L2A_2024008_119797_02.08.nc,40,192,29.27007484,-84.01673126,2024-01-08T02:25:21.549124,-3.178,awe_l3a_tmp_2024008T0220_00730_v01.nc,214,201.4299927,23,222.9980163,204.4864341,4.210714183,1534,204.4864341,4.210714183,1534,88.53,20.86,87,9.3,199.08,21.6,87.02,88.53,6.23,209.81,15.73,88.53,85.41,91.64,206.17,17.45,89.04,11.96962063,-5.406434061,5.323565939,1.683565939,1.0,00730
28.57608795,-86.12313843,86.51239014,213.6721191,2024-01-08T02:35:20.890000,-3.152,SABER_L2A_2024008_119797_02.08.nc,40,193,29.27007484,-84.01673126,2024-01-08T02:25:21.549124,-3.178,awe_l3a_tmp_2024008T0220_00730_v01.nc,214,201.4299927,23,222.0362944,204.4951428,4.209938517,1540,204.4951428,4.209938517,1540,88.53,20.86,87,9.3,199.08,21.6,87.02,88.53,6.23,209.81,15.73,88.53,85.41,91.64,206.17,17.45,89.04,9.17697638,-5.415142761,5.314857239,1.674857239,1.0,00730
30.57129669,35.56077576,87.39434052,161.0770264,2024-01-07T18:31:31.970000,-3.104,SABER_L2A_2024007_119792_02.08.nc,40,191,30.1709404,35.08661652,2024-01-07T18:41:31.487819,-2.969,awe_l3a_tmp_2024007T1835_00725_v01.nc,256,187.0099945,15,64.51675253,190.4784621,4.371792481,2445,190.4784621,4.371792481,2445,87.75,20.91,87,9.3,186.12,15.17,87.02,87.75,8.07,185.31,15.46,87.76,83.72,91.79,186.1,15.7,87.59,-29.40143575,-4.358462116,-5.168462116,-4.378462116,1.0,00725
30.57455444,35.56992722,87.02661896,163.8920135,2024-01-07T18:31:31.927000,-3.103,SABER_L2A_2024007_119792_02.08.nc,40,192,30.1709404,35.08661652,2024-01-07T18:41:31.487819,-2.969,awe_l3a_tmp_2024007T1835_00725_v01.nc,256,187.0099945,15,65.4100354,190.4669631,4.368220565,2440,190.4669631,4.368220565,2440,87.75,20.91,87,9.3,186.12,15.17,87.02,87.75,8.07,185.31,15.46,87.76,83.72,91.79,186.1,15.7,87.59,-26.57494951,-4.346963064,-5.156963064,-4.366963064,1.0,00725
30.57785034,35.57904816,86.65999603,170.235321,2024-01-07T18:31:31.884000,-3.103,SABER_L2A_2024007_119792_02.08.nc,40,193,30.1709404,35.08661652,2024-01-07T18:41:31.487819,-2.969,awe_l3a_tmp_2024007T1835_00725_v01.nc,256,187.0099945,15,66.30604298,190.4618021,4.368460841,2436,190.4618021,4.368460841,2436,87.75,20.91,87,9.3,186.12,15.17,87.02,87.75,8.07,185.31,15.46,87.76,83.72,91.79,186.1,15.7,87.59,-20.22648104,-4.341802083,-5.151802083,-4.361802083,1.0,00725
26.50972366,35.79909897,87.16388702,199.3925781,2024-01-07T18:32:43.033000,-3.068,SABER_L2A_2024007_119792_02.08.nc,41,192,28.66171455,33.36214447,2024-01-07T18:41:00.543038,-3.092,awe_l3a_tmp_2024007T1835_00725_v01.nc,232,182.2799988,4,343.6402342,189.9404105,5.98256028,3728,189.9404105,5.98256028,3728,88.08,20.95,87,9.3,192.09,6.64,87.03,88.08,6.25,192.72,5.81,88.08,84.95,91.2,191.95,7.5,88.46,9.452167662,2.149589537,2.779589537,2.009589537,1.0,00725
26.50829697,35.80814743,86.79600525,200.5609741,2024-01-07T18:32:43.077000,-3.067,SABER_L2A_2024007_119792_02.08.nc,41,193,28.66171455,33.36214447,2024-01-07T18:41:00.543038,-3.092,awe_l3a_tmp_2024007T1835_00725_v01.nc,232,182.2799988,4,344.3954607,189.9206188,5.978064888,3717,189.9206188,5.978064888,3717,88.08,20.95,87,9.3,192.09,6.64,87.03,88.08,6.25,192.72,5.81,88.08,84.95,91.2,191.95,7.5,88.46,10.64035529,2.169381171,2.799381171,2.029381171,1.0,00725
33.14627457,-13.25839233,87.45617676,184.0544891,2024-01-07T21:44:04.563000,-3.149,SABER_L2A_2024007_119794_02.08.nc,40,190,31.15981293,-10.97380161,2024-01-07T21:47:25.733628,-2.941,awe_l3a_tmp_2024007T2141_00727_v01.nc,252,179.25,12,312.4866598,179.7240666,1.975588487,3696,179.7240666,1.975588487,3696,88.73,20.86,87,9.3,173.51,16.4,87.02,88.73,7.7,169.0,17.71,88.74,84.88,92.58,169.03,19.43,88.75,4.330422505,-6.214066631,-10.72406663,-10.69406663,1.0,00727
33.14964294,-13.2489624,87.08914948,185.5432739,2024-01-07T21:44:04.518000,-3.149,SABER_L2A_2024007_119794_02.08.nc,40,191,31.15981293,-10.97380161,2024-01-07T21:47:25.733628,-2.941,awe_l3a_tmp_2024007T2141_00727_v01.nc,252,179.25,12,312.1295516,179.7227989,1.973865442,3698,179.7227989,1.973865442,3698,88.73,20.86,87,9.3,173.51,16.4,87.02,88.73,7.7,169.0,17.71,88.74,84.88,92.58,169.03,19.43,88.75,5.820475044,-6.212798881,-10.72279888,-10.69279888,1.0,00727
